iteration	t (ms)	leakageParameters:E_L (mV)	leakageParameters:g_L (mS_per_cm2)	membraneParameters:Cm (microF_per_cm2)	potassiumChannelParameters:E_K (mV)	potassiumChannelParameters:g_K (milliS_per_cm2)	sodiumChannelParameters:E_Na (mV)	sodiumChannelParameters:g_Na (mS_per_cm2)	controller:i_stim (microA_per_cm2)	sodiumChannelEquations:Na_conductance (mS_per_cm2)	sodiumChannelEquations:i_Na (microA_per_cm2)	mGateEquations:alpha_m (per_ms)	mGateEquations:beta_m (per_ms)	hGateEquations:alpha_h (per_ms)	hGateEquations:beta_h (per_ms)	potassiumChannelEquations:i_K (microA_per_cm2)	nGateEquations:alpha_n (per_ms)	nGateEquations:beta_n (per_ms)	leakageEquations:i_L (microA_per_cm2)	membraneEquations:i_tot (microA_per_cm2)	importedGateM:X (dimensionless)	importedGateH:X (dimensionless)	importedGate:X (dimensionless)	membraneEquations:V (mV)
88	 0.88-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 29.6268	 -53.9978	 8.31977	 0.00981777	 0.000313369	 0.999598	 28.7782	 0.00583329	 0.189243	 26.2732	 1.05363	 	0.998022	0.245935	0.286284	33.1669
89	 0.89-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 29.3374	 -53.7793	 8.31872	 0.00982352	 0.000313534	 0.999597	 28.575	 0.0058381	 0.189218	 26.2701	 1.06577	 	0.998088	0.243479	0.285784	33.1562
90	 0.9-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 29.0502	 -53.5625	 8.31766	 0.00982934	 0.000313701	 0.999597	 28.3733	 0.00584297	 0.189193	 26.2669	 1.0777	 	0.998149	0.241047	0.285285	33.1454
91	 0.91-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 28.7654	 -53.3473	 8.31658	 0.00983522	 0.00031387	 0.999596	 28.1731	 0.00584789	 0.189167	 26.2636	 1.08944	 	0.998205	0.23864	0.284787	33.1345
92	 0.92-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 28.4829	 -53.1338	 8.31549	 0.00984118	 0.000314041	 0.999596	 27.9744	 0.00585287	 0.189142	 26.2604	 1.10102	 	0.998256	0.236257	0.28429	33.1235
93	 0.93-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 28.2028	 -52.9218	 8.31439	 0.0098472	 0.000314214	 0.999595	 27.7771	 0.00585791	 0.189115	 26.2571	 1.11244	 	0.998303	0.233898	0.283795	33.1124
94	 0.94-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 27.9251	 -52.7113	 8.31328	 0.00985329	 0.000314389	 0.999595	 27.5813	 0.00586301	 0.189089	 26.2537	 1.12374	 	0.998345	0.231562	0.2833	33.1012
95	 0.95-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 27.6498	 -52.5023	 8.31216	 0.00985944	 0.000314565	 0.999595	 27.3869	 0.00586816	 0.189063	 26.2503	 1.13492	 	0.998385	0.22925	0.282806	33.0898
96	 0.96-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 27.3769	 -52.2949	 8.31103	 0.00986566	 0.000314744	 0.999594	 27.194	 0.00587337	 0.189036	 26.2469	 1.146	 	0.99842	0.226961	0.282314	33.0784
97	 0.97-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 27.1064	 -52.0889	 8.30988	 0.00987194	 0.000314924	 0.999594	 27.0024	 0.00587863	 0.189009	 26.2435	 1.15699	 	0.998453	0.224695	0.281823	33.0668
98	 0.98-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 26.8384	 -51.8844	 8.30873	 0.00987829	 0.000315107	 0.999593	 26.8123	 0.00588395	 0.188981	 26.24	 1.16791	 	0.998483	0.222451	0.281332	33.0551
99	 0.99-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 26.5728	 -51.6813	 8.30756	 0.0098847	 0.000315291	 0.999593	 26.6235	 0.00588932	 0.188954	 26.2365	 1.17877	 	0.99851	0.22023	0.280843	33.0433
100	 1-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 26.3097	 -51.4796	 8.30639	 0.00989118	 0.000315477	 0.999592	 26.4362	 0.00589475	 0.188926	 26.233	 101.19	 	0.998535	0.218031	0.280355	32.0314
101	 1.01-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 26.0489	 -77.3282	 8.20539	 0.0104631	 0.000331849	 0.999549	 26.0278	 0.00637843	 0.186551	 25.9294	 74.629	 	0.998551	0.215854	0.279878	31.2851
102	 1.02-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 25.7901	 -95.8067	 8.13091	 0.0109061	 0.000344465	 0.999514	 25.6862	 0.00675858	 0.184819	 25.7055	 55.5851	 	0.99856	0.213699	0.279409	30.7293
103	 1.03-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 25.5333	 -109.046	 8.07545	 0.0112481	 0.000354173	 0.999486	 25.3926	 0.00705529	 0.183539	 25.5388	 41.8859	 	0.998564	0.211566	0.278947	30.3104
104	 1.04-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 25.2787	 -118.547	 8.03366	 0.0115129	 0.000361669	 0.999464	 25.1338	 0.00728683	 0.182581	 25.4131	 32.0004	 	0.998564	0.209455	0.27849	29.9904
105	 1.05-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 25.0265	 -125.372	 8.00173	 0.0117194	 0.000367502	 0.999447	 24.9003	 0.00746844	 0.181852	 25.3171	 24.8454	 	0.998562	0.207364	0.278038	29.742
106	 1.06-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 24.7765	 -130.276	 7.97694	 0.0118823	 0.000372096	 0.999433	 24.6854	 0.00761233	 0.181288	 25.2426	 19.6522	 	0.998558	0.205295	0.277589	29.5454
107	 1.07-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 24.529	 -133.795	 7.95734	 0.0120128	 0.00037577	 0.999422	 24.4843	 0.00772796	 0.180843	 25.1836	 15.8734	 	0.998553	0.203246	0.277143	29.3867
108	 1.08-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 24.2838	 -136.312	 7.9415	 0.0121192	 0.000378765	 0.999412	 24.2935	 0.00782254	 0.180485	 25.136	 13.1176	 	0.998547	0.201218	0.276699	29.2555
109	 1.09-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 24.041	 -138.103	 7.92842	 0.0122078	 0.000381257	 0.999405	 24.1107	 0.0079015	 0.180189	 25.0967	 11.1046	 	0.99854	0.19921	0.276257	29.1445
110	 1.1-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 23.8006	 -139.365	 7.91734	 0.0122834	 0.00038338	 0.999398	 23.9339	 0.00796892	 0.179939	 25.0633	 9.63239	 	0.998533	0.197222	0.275818	29.0482
111	 1.11-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 23.5626	 -140.241	 7.90773	 0.0123493	 0.000385231	 0.999392	 23.7619	 0.00802783	 0.179723	 25.0344	 8.55546	 	0.998526	0.195254	0.27538	28.9626
112	 1.12-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 23.327	 -140.834	 7.8992	 0.0124081	 0.000386882	 0.999387	 23.5938	 0.0080805	 0.179531	 25.0088	 7.76832	 	0.998518	0.193306	0.274945	28.8849
113	 1.13-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 23.0937	 -141.22	 7.89145	 0.0124618	 0.000388388	 0.999382	 23.4288	 0.00812859	 0.179356	 24.9855	 7.19438	 	0.998511	0.191377	0.27451	28.813
114	 1.14-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 22.8628	 -141.453	 7.88428	 0.0125117	 0.000389787	 0.999378	 23.2664	 0.00817337	 0.179195	 24.9639	 6.7778	 	0.998503	0.189468	0.274078	28.7452
115	 1.15-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 22.6342	 -141.572	 7.87752	 0.0125589	 0.000391111	 0.999373	 23.1063	 0.00821576	 0.179044	 24.9436	 6.47776	 	0.998496	0.187577	0.273647	28.6804
116	 1.16-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 22.4079	 -141.608	 7.87106	 0.0126041	 0.000392379	 0.999369	 22.9482	 0.00825647	 0.178899	 24.9241	 6.26432	 	0.998488	0.185706	0.273217	28.6178
117	 1.17-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 22.1838	 -141.582	 7.86481	 0.0126481	 0.00039361	 0.999365	 22.7919	 0.00829601	 0.178759	 24.9053	 6.11546	 	0.998481	0.183853	0.272789	28.5566
118	 1.18-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 21.962	 -141.509	 7.85871	 0.0126911	 0.000394816	 0.999361	 22.6372	 0.00833478	 0.178622	 24.887	 6.01492	 	0.998474	0.182019	0.272362	28.4965
119	 1.19-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 21.7424	 -141.402	 7.85271	 0.0127336	 0.000396005	 0.999358	 22.484	 0.00837307	 0.178488	 24.8689	 5.95068	 	0.998466	0.180203	0.271937	28.437
120	 1.2-54.4	 0.3	 1	 -85	 36	 35	 120	 100	 21.5251	 -141.269	 7.84677	 0.0127758	 0.000397185	 0.999354	 22.3322	 0.00841112	 0.178355	 24.8511	 5.91381	 	0.998459	0.178406	0.271513	28.3778
121	 1.21-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 21.3099	 -141.117	 7.84088	 0.0128178	 0.000398361	 0.99935	 22.1817	 0.00844909	 0.178223	 24.8334	 -94.1023	 	0.998452	0.176626	0.271091	29.3189
122	 1.22-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 21.0968	 -119.854	 7.93474	 0.0121649	 0.000380052	 0.999408	 22.227	 0.00786329	 0.180332	 25.1157	 -72.5115	 	0.998453	0.174864	0.27066	30.044
123	 1.23-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 20.8865	 -103.514	 8.00707	 0.0116846	 0.00036652	 0.99945	 22.2259	 0.00743776	 0.181974	 25.3332	 -55.9547	 	0.99846	0.173119	0.270221	30.6035
124	 1.24-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 20.6785	 -90.9127	 8.0629	 0.011327	 0.000356407	 0.99948	 22.1897	 0.00712408	 0.183251	 25.5011	 -43.2219	 	0.998472	0.171392	0.269778	31.0357
125	 1.25-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 20.4729	 -81.1598	 8.10603	 0.0110582	 0.000348788	 0.999502	 22.1269	 0.00689024	 0.184244	 25.6307	 -33.4022	 	0.998485	0.169682	0.269331	31.3698
126	 1.26-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 20.2694	 -73.5828	 8.13936	 0.0108549	 0.000343011	 0.999518	 22.044	 0.00671443	 0.185015	 25.7309	 -25.8079	 	0.9985	0.167989	0.268882	31.6278
127	 1.27-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 20.0681	 -67.6727	 8.16511	 0.0107004	 0.000338613	 0.99953	 21.9458	 0.00658146	 0.185613	 25.8084	 -19.9185	 	0.998516	0.166312	0.268431	31.827
128	 1.28-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 19.8687	 -63.043	 8.18499	 0.0105826	 0.000335258	 0.999539	 21.8362	 0.00648052	 0.186075	 25.8681	 -15.3387	 	0.998531	0.164653	0.267979	31.9804
129	 1.29-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 19.6714	 -59.3995	 8.2003	 0.0104928	 0.000332696	 0.999546	 21.7179	 0.00640376	 0.186432	 25.9141	 -11.7675	 	0.998547	0.16301	0.267526	32.0981
130	 1.3-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 19.476	 -56.5178	 8.21204	 0.0104245	 0.000330744	 0.999552	 21.5933	 0.00634546	 0.186707	 25.9494	 -8.97507	 	0.998562	0.161383	0.267073	32.1878
131	 1.31-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 19.2826	 -54.2257	 8.221	 0.0103726	 0.000329264	 0.999556	 21.4638	 0.00630132	 0.186916	 25.9764	 -6.78556	 	0.998577	0.159773	0.26662	32.2557
132	 1.32-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 19.091	 -52.3916	 8.22777	 0.0103336	 0.000328148	 0.999559	 21.3309	 0.00626814	 0.187075	 25.9967	 -5.06396	 	0.998591	0.158179	0.266167	32.3063
133	 1.33-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 18.9013	 -50.9138	 8.23283	 0.0103046	 0.000327319	 0.999561	 21.1955	 0.00624349	 0.187194	 26.0119	 -3.70639	 	0.998604	0.1566	0.265715	32.3434
134	 1.34-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 18.7134	 -49.7142	 8.23653	 0.0102834	 0.000326713	 0.999563	 21.0584	 0.0062255	 0.18728	 26.023	 -2.63273	 	0.998616	0.155038	0.265263	32.3697
135	 1.35-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 18.5274	 -48.7322	 8.23915	 0.0102683	 0.000326283	 0.999564	 20.9202	 0.00621275	 0.187342	 26.0309	 -1.78103	 	0.998628	0.153491	0.264812	32.3875
136	 1.36-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 18.3432	 -47.9209	 8.24093	 0.0102582	 0.000325992	 0.999565	 20.7814	 0.00620414	 0.187384	 26.0363	 -1.10326	 	0.998638	0.151959	0.264361	32.3986
137	 1.37-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 18.1607	 -47.2439	 8.24203	 0.0102519	 0.000325813	 0.999565	 20.6422	 0.00619881	 0.187409	 26.0396	 -0.562116	 	0.998648	0.150443	0.263911	32.4042
138	 1.38-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 17.9801	 -46.6728	 8.24259	 0.0102487	 0.000325721	 0.999565	 20.503	 0.0061961	 0.187423	 26.0413	 -0.12853	 	0.998657	0.148942	0.263462	32.4055
139	 1.39-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 17.8011	 -46.1855	 8.24272	 0.010248	 0.0003257	 0.999565	 20.3641	 0.00619548	 0.187426	 26.0416	 0.220185	 	0.998666	0.147456	0.263014	32.4033
140	 1.4-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 17.624	 -45.7647	 8.2425	 0.0102492	 0.000325736	 0.999565	 20.2255	 0.00619654	 0.18742	 26.041	 0.501781	 	0.998673	0.145985	0.262567	32.3983
141	 1.41-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 17.4486	 -45.3967	 8.242	 0.0102521	 0.000325818	 0.999565	 20.0874	 0.00619896	 0.187409	 26.0395	 0.730182	 	0.99868	0.144528	0.262121	32.391
142	 1.42-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 17.2748	 -45.0709	 8.24127	 0.0102562	 0.000325937	 0.999565	 19.9499	 0.00620249	 0.187392	 26.0373	 0.916331	 	0.998687	0.143087	0.261675	32.3818
143	 1.43-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 17.1028	 -44.7788	 8.24036	 0.0102615	 0.000326086	 0.999564	 19.8131	 0.00620692	 0.18737	 26.0345	 1.06885	 	0.998692	0.141659	0.261231	32.3711
144	 1.44-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 16.9325	 -44.5138	 8.23929	 0.0102676	 0.00032626	 0.999564	 19.6771	 0.00621208	 0.187345	 26.0313	 1.19455	 	0.998698	0.140246	0.260787	32.3592
145	 1.45-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 16.7638	 -44.2707	 8.2381	 0.0102744	 0.000326455	 0.999563	 19.5418	 0.00621786	 0.187317	 26.0277	 1.29881	 	0.998702	0.138847	0.260345	32.3462
146	 1.46-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 16.5968	 -44.0453	 8.2368	 0.0102818	 0.000326667	 0.999563	 19.4073	 0.00622415	 0.187287	 26.0239	 1.38591	 	0.998706	0.137462	0.259903	32.3323
147	 1.47-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 16.4315	 -43.8342	 8.23542	 0.0102897	 0.000326894	 0.999562	 19.2737	 0.00623087	 0.187254	 26.0197	 1.45924	 	0.99871	0.136091	0.259462	32.3177
148	 1.48-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 16.2678	 -43.6348	 8.23396	 0.010298	 0.000327132	 0.999562	 19.141	 0.00623796	 0.18722	 26.0153	 1.5215	 	0.998714	0.134733	0.259023	32.3025
149	 1.49-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 16.1057	 -43.445	 8.23244	 0.0103068	 0.000327381	 0.999561	 19.0091	 0.00624535	 0.187185	 26.0108	 1.57485	 	0.998717	0.133389	0.258584	32.2868
150	 1.5-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 15.9452	 -43.2632	 8.23087	 0.0103158	 0.000327639	 0.99956	 18.8782	 0.00625301	 0.187148	 26.006	 1.62103	 	0.998719	0.132059	0.258147	32.2705
151	 1.51-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 15.7862	 -43.0879	 8.22925	 0.0103251	 0.000327905	 0.999559	 18.7481	 0.0062609	 0.18711	 26.0012	 1.6614	 	0.998721	0.130742	0.25771	32.2539
152	 1.52-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 15.6289	 -42.9181	 8.2276	 0.0103346	 0.000328177	 0.999559	 18.619	 0.006269	 0.187071	 25.9962	 1.69708	 	0.998723	0.129438	0.257275	32.237
153	 1.53-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 15.4731	 -42.7529	 8.2259	 0.0103444	 0.000328456	 0.999558	 18.4908	 0.00627729	 0.187031	 25.9911	 1.72897	 	0.998725	0.128147	0.25684	32.2197
154	 1.54-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 15.3189	 -42.5916	 8.22418	 0.0103543	 0.00032874	 0.999557	 18.3634	 0.00628574	 0.186991	 25.9859	 1.75778	 	0.998727	0.126869	0.256407	32.2021
155	 1.55-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 15.1662	 -42.4336	 8.22242	 0.0103644	 0.000329029	 0.999556	 18.237	 0.00629434	 0.18695	 25.9806	 1.7841	 	0.998728	0.125603	0.255974	32.1842
156	 1.56-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 15.015	 -42.2784	 8.22064	 0.0103747	 0.000329323	 0.999556	 18.1115	 0.00630308	 0.186908	 25.9753	 1.80839	 	0.998729	0.124351	0.255542	32.1662
157	 1.57-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 14.8653	 -42.1257	 8.21884	 0.0103851	 0.000329621	 0.999555	 17.9869	 0.00631195	 0.186866	 25.9698	 1.83105	 	0.998729	0.123111	0.255112	32.1479
158	 1.58-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 14.7171	 -41.9752	 8.21701	 0.0103957	 0.000329923	 0.999554	 17.8632	 0.00632095	 0.186823	 25.9644	 1.85237	 	0.99873	0.121883	0.254682	32.1293
159	 1.59-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 14.5703	 -41.8266	 8.21516	 0.0104064	 0.000330228	 0.999553	 17.7404	 0.00633006	 0.18678	 25.9588	 1.87262	 	0.99873	0.120668	0.254254	32.1106
160	 1.6-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 14.4251	 -41.6797	 8.21329	 0.0104172	 0.000330538	 0.999552	 17.6185	 0.00633928	 0.186736	 25.9532	 1.892	 	0.998731	0.119465	0.253826	32.0917
161	 1.61-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 14.2812	 -41.5343	 8.2114	 0.0104282	 0.00033085	 0.999552	 17.4975	 0.00634862	 0.186692	 25.9475	 1.91067	 	0.998731	0.118273	0.2534	32.0726
162	 1.62-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 14.1388	 -41.3903	 8.2095	 0.0104393	 0.000331167	 0.999551	 17.3773	 0.00635806	 0.186647	 25.9418	 1.92878	 	0.998731	0.117094	0.252974	32.0533
163	 1.63-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 13.9978	 -41.2476	 8.20757	 0.0104504	 0.000331486	 0.99955	 17.2581	 0.0063676	 0.186602	 25.936	 1.94645	 	0.998731	0.115927	0.25255	32.0338
164	 1.64-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 13.8583	 -41.1061	 8.20563	 0.0104618	 0.000331809	 0.999549	 17.1397	 0.00637724	 0.186557	 25.9301	 1.96375	 	0.99873	0.114771	0.252126	32.0142
165	 1.65-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 13.7201	 -40.9656	 8.20367	 0.0104732	 0.000332135	 0.999548	 17.0221	 0.00638698	 0.186511	 25.9243	 1.98078	 	0.99873	0.113627	0.251704	31.9944
166	 1.66-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 13.5833	 -40.8262	 8.20169	 0.0104847	 0.000332464	 0.999547	 16.9055	 0.00639682	 0.186465	 25.9183	 1.99758	 	0.998729	0.112494	0.251282	31.9744
167	 1.67-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 13.4478	 -40.6877	 8.1997	 0.0104963	 0.000332796	 0.999546	 16.7897	 0.00640675	 0.186418	 25.9123	 2.01423	 	0.998729	0.111372	0.250862	31.9543
168	 1.68-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 13.3138	 -40.5502	 8.19769	 0.0105081	 0.000333132	 0.999545	 16.6747	 0.00641679	 0.186372	 25.9063	 2.03075	 	0.998728	0.110262	0.250442	31.934
169	 1.69-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 13.181	 -40.4136	 8.19566	 0.01052	 0.00033347	 0.999544	 16.5606	 0.00642692	 0.186324	 25.9002	 2.04719	 	0.998727	0.109163	0.250024	31.9135
170	 1.7-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 13.0496	 -40.2778	 8.19362	 0.0105319	 0.000333811	 0.999543	 16.4473	 0.00643715	 0.186277	 25.894	 2.06357	 	0.998726	0.108075	0.249607	31.8928
171	 1.71-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 12.9195	 -40.1428	 8.19156	 0.010544	 0.000334156	 0.999543	 16.3348	 0.00644748	 0.186228	 25.8879	 2.07993	 	0.998725	0.106997	0.24919	31.872
172	 1.72-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 12.7906	 -40.0085	 8.18948	 0.0105562	 0.000334504	 0.999542	 16.2232	 0.0064579	 0.18618	 25.8816	 2.09627	 	0.998724	0.105931	0.248775	31.8511
173	 1.73-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 12.6631	 -39.8751	 8.18739	 0.0105685	 0.000334855	 0.999541	 16.1124	 0.00646842	 0.186131	 25.8753	 2.11263	 	0.998723	0.104875	0.24836	31.83
174	 1.74-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 12.5369	 -39.7424	 8.18528	 0.0105809	 0.000335208	 0.99954	 16.0024	 0.00647904	 0.186082	 25.869	 2.129	 	0.998722	0.10383	0.247947	31.8087
175	 1.75-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 12.4119	 -39.6104	 8.18316	 0.0105934	 0.000335565	 0.999539	 15.8932	 0.00648976	 0.186033	 25.8626	 2.14542	 	0.998721	0.102795	0.247534	31.7872
176	 1.76-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 12.2881	 -39.4791	 8.18102	 0.0106061	 0.000335926	 0.999538	 15.7848	 0.00650058	 0.185983	 25.8562	 2.16188	 	0.998719	0.101771	0.247123	31.7656
177	 1.77-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 12.1656	 -39.3485	 8.17886	 0.0106188	 0.000336289	 0.999537	 15.6772	 0.00651149	 0.185932	 25.8497	 2.17839	 	0.998718	0.100756	0.246712	31.7438
178	 1.78-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 12.0443	 -39.2186	 8.17669	 0.0106317	 0.000336655	 0.999536	 15.5704	 0.00652251	 0.185882	 25.8431	 2.19497	 	0.998717	0.0997522	0.246303	31.7219
179	 1.79-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 11.9242	 -39.0893	 8.17449	 0.0106446	 0.000337025	 0.999535	 15.4644	 0.00653363	 0.185831	 25.8366	 2.21162	 	0.998715	0.0987582	0.245894	31.6997
180	 1.8-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 11.8054	 -38.9607	 8.17229	 0.0106577	 0.000337398	 0.999534	 15.3592	 0.00654485	 0.18578	 25.8299	 2.22834	 	0.998714	0.0977741	0.245487	31.6775
181	 1.81-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 11.6877	 -38.8328	 8.17006	 0.0106709	 0.000337774	 0.999533	 15.2547	 0.00655618	 0.185728	 25.8232	 2.24515	 	0.998712	0.0967999	0.245081	31.655
182	 1.82-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 11.5712	 -38.7055	 8.16782	 0.0106843	 0.000338154	 0.999531	 15.151	 0.00656761	 0.185676	 25.8165	 2.26203	 	0.998711	0.0958354	0.244675	31.6324
183	 1.83-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 11.4558	 -38.5788	 8.16557	 0.0106977	 0.000338536	 0.99953	 15.0481	 0.00657914	 0.185623	 25.8097	 2.279	 	0.998709	0.0948806	0.244271	31.6096
184	 1.84-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 11.3416	 -38.4527	 8.16329	 0.0107112	 0.000338922	 0.999529	 14.9459	 0.00659078	 0.18557	 25.8029	 2.29606	 	0.998708	0.0939353	0.243867	31.5866
185	 1.85-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 11.2286	 -38.3272	 8.161	 0.0107249	 0.000339311	 0.999528	 14.8444	 0.00660252	 0.185517	 25.796	 2.31322	 	0.998706	0.0929994	0.243465	31.5635
186	 1.86-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 11.1167	 -38.2023	 8.15869	 0.0107387	 0.000339704	 0.999527	 14.7438	 0.00661438	 0.185463	 25.7891	 2.33047	 	0.998704	0.092073	0.243063	31.5402
187	 1.87-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 11.0059	 -38.0781	 8.15637	 0.0107526	 0.0003401	 0.999526	 14.6438	 0.00662634	 0.185409	 25.7821	 2.34781	 	0.998703	0.0911558	0.242663	31.5167
188	 1.88-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 10.8962	 -37.9544	 8.15402	 0.0107667	 0.0003405	 0.999525	 14.5446	 0.00663841	 0.185355	 25.775	 2.36525	 	0.998701	0.0902477	0.242263	31.4931
189	 1.89-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 10.7876	 -37.8313	 8.15166	 0.0107808	 0.000340903	 0.999524	 14.4461	 0.00665059	 0.1853	 25.7679	 2.3828	 	0.998699	0.0893488	0.241865	31.4692
190	 1.9-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 10.6801	 -37.7087	 8.14928	 0.0107951	 0.000341309	 0.999523	 14.3484	 0.00666288	 0.185245	 25.7608	 2.40044	 	0.998697	0.0884588	0.241467	31.4452
191	 1.91-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 10.5736	 -37.5867	 8.14689	 0.0108095	 0.000341719	 0.999522	 14.2513	 0.00667529	 0.185189	 25.7536	 2.41818	 	0.998696	0.0875778	0.24107	31.4211
192	 1.92-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 10.4683	 -37.4653	 8.14448	 0.010824	 0.000342132	 0.99952	 14.155	 0.0066878	 0.185133	 25.7463	 2.43603	 	0.998694	0.0867056	0.240675	31.3967
193	 1.93-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 10.3639	 -37.3444	 8.14205	 0.0108387	 0.000342549	 0.999519	 14.0594	 0.00670044	 0.185077	 25.739	 2.45398	 	0.998692	0.085842	0.24028	31.3722
