iteration	t(ms)	m	h	n	V(mV)	E_L(mV)	g_L(mS_per_cm2)	Cm(microF_per_cm2)	E_K(mV)	g_K(milliS_per_cm2)	E_Na(mV)	g_Na(mS_per_cm2)	i_stim(microA_per_cm2)	Na_conductance(mS_per_cm2)	i_Na(microA_per_cm2)	alpha_m(per_ms)	beta_m(per_ms)	alpha_h(per_ms)	beta_h(per_ms)	i_K(microA_per_cm2)	alpha_n(per_ms)	beta_n(per_ms)	i_L(microA_per_cm2)	i_tot(microA_per_cm2)
1468	14.68	0.032048135	0.128130214	0.704269451	-86.0865838	-64.387	0.3	1	-87	36	40	120	0	0.000576369	-0.07266258	0.100602392	7.39842748	0.121750156	0.016191392	8.284192304	0.029169487	0.143549897	-6.504754814	1.70677491
1469	14.69	0.030647363	0.129171912	0.703344422	-86.10174283	-64.387	0.3	1	-87	36	40	120	0	0.000506106	-0.063813115	0.100473577	7.405446057	0.121854101	0.016164227	8.089591904	0.029136454	0.143580526	-6.509875139	1.51590365
1470	14.7	0.029348713	0.130213007	0.702420713	-86.11517217	-64.387	0.3	1	-87	36	40	120	0	0.000446199	-0.056266483	0.100359294	7.411685319	0.121946495	0.016140138	7.91362347	0.029107141	0.143607735	-6.51442285	1.342934137
1471	14.71	0.028145012	0.131253406	0.701498353	-86.12703391	-64.387	0.3	1	-87	36	40	120	0	0.000395005	-0.049816145	0.10025815	7.417217051	0.122028406	0.016118826	7.754441273	0.029081194	0.143631844	-6.518451652	1.186173476
1472	14.72	0.027029555	0.132293021	0.700577368	-86.13747474	-64.387	0.3	1	-87	36	40	120	0	0.000351153	-0.044289861	0.10016889	7.422106499	0.122100801	0.016100025	7.610382729	0.029058292	0.143653142	-6.522010173	1.044082695
1473	14.73	0.025996079	0.133331774	0.699657782	-86.14662738	-64.387	0.3	1	-87	36	40	120	0	0.000313498	-0.039543856	0.100090383	7.426412911	0.122164559	0.016083495	7.479950766	0.029038147	0.143671892	-6.525142421	0.915264489
1474	14.74	0.025038735	0.134369595	0.698739616	-86.1546119	-64.387	0.3	1	-87	36	40	120	0	0.000281085	-0.035457988	0.100021609	7.430190055	0.122220478	0.016069017	7.361797734	0.029020496	0.14368833	-6.527888214	0.798451532
1475	14.75	0.024152072	0.13540642	0.69782289	-86.16153685	-64.387	0.3	1	-87	36	40	120	0	0.000253116	-0.031931737	0.099961647	7.433486701	0.122269281	0.016056398	7.254710744	0.029005106	0.143702672	-6.530283569	0.692495438
1476	14.76	0.023331006	0.136442192	0.696907619	-86.16750042	-64.387	0.3	1	-87	36	40	120	0	0.00022892	-0.028880894	0.099909669	7.43634706	0.122311624	0.016045461	7.157598352	0.028991763	0.143715112	-6.532361055	0.596356403
1477	14.77	0.022570806	0.137476858	0.69599382	-86.17259135	-64.387	0.3	1	-87	36	40	120	0	0.000207936	-0.026234805	0.099864926	7.438811198	0.1223481	0.016036049	7.069478487	0.028980277	0.143725825	-6.534150125	0.509093558
1478	14.78	0.021867068	0.138510373	0.695081506	-86.17688991	-64.387	0.3	1	-87	36	40	120	0	0.000189693	-0.0239341	0.099826746	7.440915413	0.122379248	0.016028018	6.989467518	0.028970475	0.143734972	-6.535677405	0.429856013
1479	14.79	0.021215692	0.139542693	0.694170688	-86.18046866	-64.387	0.3	1	-87	36	40	120	0	0.000173794	-0.021928807	0.099794518	7.442692582	0.122405553	0.01602124	6.916770381	0.028962201	0.143742695	-6.536966973	0.357874602
1480	14.8	0.02061287	0.14057378	0.693261377	-86.1833932	-64.387	0.3	1	-87	36	40	120	0	0.000159904	-0.02017679	0.099767694	7.444172479	0.122427458	0.016015599	6.850671662	0.028955313	0.143749125	-6.538040597	0.292454274
1481	14.81	0.02005506	0.1416036	0.692353584	-86.18572287	-64.387	0.3	1	-87	36	40	120	0	0.000147741	-0.018642457	0.099745779	7.445382066	0.122445362	0.016010991	6.790527553	0.028949686	0.143754381	-6.53891796	0.232967136
1482	14.82	0.019538974	0.142632123	0.691447315	-86.18751133	-64.387	0.3	1	-87	36	40	120	0	0.000137065	-0.017295681	0.099728324	7.446345756	0.122459625	0.016007321	6.735758617	0.028945204	0.143758567	-6.539616861	0.178846075
1483	14.83	0.019061556	0.143659318	0.690542579	-86.18880712	-64.387	0.3	1	-87	36	40	120	0	0.000127674	-0.016110915	0.099714926	7.447085654	0.122470576	0.016004504	6.685843266	0.028941764	0.143761781	-6.540153399	0.129578951
1484	14.84	0.01861997	0.144685163	0.689639381	-86.18965415	-64.387	0.3	1	-87	36	40	120	0	0.000119396	-0.015066449	0.09970522	7.447621776	0.122478511	0.016002464	6.640311898	0.028939271	0.143764109	-6.540542136	0.084703313
1485	14.85	0.018211585	0.145709633	0.688737728	-86.19009217	-64.387	0.3	1	-87	36	40	120	0	0.000112084	-0.014143794	0.099698876	7.44797225	0.122483699	0.01600113	6.598741628	0.028937642	0.143765631	-6.540796246	0.043801588
1486	14.86	0.017833958	0.146732708	0.687837623	-86.19015714	-64.387	0.3	1	-87	36	40	120	0	0.000105612	-0.013327171	0.099695596	7.448153493	0.122486381	0.01600044	6.560751548	0.0289368	0.143766419	-6.540927651	0.006496726
1487	14.87	0.017484824	0.14775437	0.686939072	-86.18988162	-64.387	0.3	1	-87	36	40	120	0	9.99E-05	-0.012603085	0.099695109	7.448180375	0.122486779	0.016000338	6.52599848	0.028936675	0.143766535	-6.540947141	-0.027551746
1488	14.88	0.017162082	0.148774602	0.686042078	-86.18929511	-64.387	0.3	1	-87	36	40	120	0	9.48E-05	-0.011959965	0.099697173	7.44806637	0.122485092	0.016000772	6.494173147	0.028937205	0.14376604	-6.540864486	-0.058651303
1489	14.89	0.016863786	0.149793389	0.685146644	-86.18842431	-64.387	0.3	1	-87	36	40	120	0	9.02E-05	-0.01138787	0.099701565	7.447823686	0.1224815	0.016001695	6.464996749	0.028938333	0.143764986	-6.540688532	-0.087079653
1490	14.9	0.016588128	0.150810718	0.684252773	-86.18729343	-64.387	0.3	1	-87	36	40	120	0	8.62E-05	-0.01087824	0.099708088	7.447463387	0.122476167	0.016003066	6.438217883	0.028940008	0.143763421	-6.540427293	-0.11308765
1491	14.91	0.016333435	0.151826576	0.683360465	-86.18592441	-64.387	0.3	1	-87	36	40	120	0	8.26E-05	-0.010423683	0.099716559	7.446995504	0.122469242	0.016004847	6.413609778	0.028942183	0.143761389	-6.54008803	-0.136901935
1492	14.92	0.016098157	0.152840954	0.682469724	-86.18433714	-64.387	0.3	1	-87	36	40	120	0	7.94E-05	-0.010017804	0.099726814	7.446429132	0.122460859	0.016007003	6.390967816	0.028944816	0.143758929	-6.539677324	-0.158727313
1493	14.93	0.015880855	0.153853841	0.681580551	-86.18254965	-64.387	0.3	1	-87	36	40	120	0	7.65E-05	-0.009655058	0.099738706	7.445772521	0.122451141	0.016009504	6.370107306	0.02894787	0.143756077	-6.539201142	-0.178748894
1494	14.94	0.0156802	0.154865228	0.680692946	-86.18057831	-64.387	0.3	1	-87	36	40	120	0	7.39E-05	-0.009330621	0.0997521	7.445033156	0.122440197	0.01601232	6.350861486	0.028951309	0.143752865	-6.538664896	-0.197134031
1495	14.95	0.015494957	0.155875109	0.67980691	-86.17843797	-64.387	0.3	1	-87	36	40	120	0	7.16E-05	-0.009040292	0.099766872	7.444217829	0.122428129	0.016015426	6.333079728	0.028955102	0.143749322	-6.538073494	-0.214034058
1496	14.96	0.015323983	0.156883475	0.678922444	-86.17614211	-64.387	0.3	1	-87	36	40	120	0	6.96E-05	-0.008780399	0.099782914	7.443332706	0.122415028	0.016018799	6.31662593	0.028959221	0.143745477	-6.537431391	-0.229585861
1497	14.97	0.015166222	0.157890321	0.678039547	-86.17370298	-64.387	0.3	1	-87	36	40	120	0	6.77E-05	-0.008547728	0.099800124	7.442383386	0.122400976	0.016022419	6.301377068	0.02896364	0.143741351	-6.536742634	-0.243913294
1498	14.98	0.015020692	0.158895642	0.677158221	-86.1711317	-64.387	0.3	1	-87	36	40	120	0	6.61E-05	-0.008339458	0.09981841	7.441374957	0.12238605	0.016026264	6.287221901	0.028968335	0.143736969	-6.536010894	-0.257128451
1499	14.99	0.014886486	0.159899433	0.676278463	-86.16843837	-64.387	0.3	1	-87	36	40	120	0	6.46E-05	-0.008153105	0.099837691	7.440312039	0.122370316	0.01603032	6.274059799	0.028973285	0.143732349	-6.535239509	-0.269332814
1500	15	0.014762764	0.160901689	0.675400274	-86.16563218	-64.387	0.3	1	-87	36	40	120	0	6.33E-05	-0.007986481	0.099857891	7.439198833	0.122353838	0.016034569	6.261799704	0.028978471	0.14372751	-6.53443151	-0.280618287
1501	15.01	0.014648749	0.161902407	0.674523654	-86.1627215	-64.387	0.3	1	-87	36	40	120	0	6.21E-05	-0.007837652	0.099878941	7.438039159	0.122336672	0.016038997	6.25035918	0.028983875	0.143722469	-6.533589655	-0.291068127
1502	15.02	0.014543719	0.162901583	0.673648601	-86.15971393	-64.387	0.3	1	-87	36	40	120	0	6.11E-05	-0.007704903	0.099900779	7.436836492	0.122318869	0.016043591	6.239663574	0.028989481	0.14371724	-6.532716451	-0.30075778
1503	15.03	0.014447008	0.163899216	0.672775115	-86.15661637	-64.387	0.3	1	-87	36	40	120	0	6.01E-05	-0.007586713	0.099923349	7.435593992	0.122300476	0.016048339	6.229645248	0.028995275	0.143711837	-6.531814178	-0.309755642
1504	15.04	0.014357998	0.164895302	0.671903194	-86.15343513	-64.387	0.3	1	-87	36	40	120	0	5.93E-05	-0.007481727	0.099946599	7.434314537	0.122281536	0.016053231	6.220242904	0.029001243	0.143706272	-6.530884911	-0.318123734
1505	15.05	0.014276119	0.165889839	0.671032838	-86.15017595	-64.387	0.3	1	-87	36	40	120	0	5.86E-05	-0.007388739	0.099970482	7.433000747	0.122262087	0.016058257	6.211400961	0.029007373	0.143700558	-6.529930539	-0.325918318
1506	15.06	0.014200842	0.166882825	0.670164044	-86.14684404	-64.387	0.3	1	-87	36	40	120	0	5.79E-05	-0.007306669	0.099994956	7.431655007	0.122242165	0.016063408	6.203069003	0.029013655	0.143694704	-6.528952785	-0.33319045
1507	15.07	0.014131676	0.16787426	0.669296813	-86.14344418	-64.387	0.3	1	-87	36	40	120	0	5.74E-05	-0.00723455	0.100019981	7.430279492	0.122221802	0.016068675	6.195201284	0.029020078	0.143688719	-6.527953213	-0.339986479
1508	15.08	0.014068168	0.168864142	0.668431142	-86.13998069	-64.387	0.3	1	-87	36	40	120	0	5.69E-05	-0.007171517	0.100045523	7.428876183	0.122201027	0.016074051	6.187756277	0.029026634	0.143682613	-6.526933254	-0.346348493
1509	15.09	0.0140099	0.169852471	0.667567029	-86.13645755	-64.387	0.3	1	-87	36	40	120	0	5.64E-05	-0.007116789	0.100071549	7.427446887	0.122179867	0.016079529	6.180696268	0.029033313	0.143676392	-6.525894208	-0.352314729
1510	15.1	0.013956482	0.170839244	0.666704474	-86.13287835	-64.387	0.3	1	-87	36	40	120	0	5.60E-05	-0.007069665	0.100098029	7.425993252	0.122158346	0.016085104	6.173986994	0.029040109	0.143670065	-6.524837264	-0.357919935
1511	15.11	0.013907556	0.171824463	0.665843475	-86.12924639	-64.387	0.3	1	-87	36	40	120	0	5.57E-05	-0.00702951	0.100124938	7.424516782	0.122136486	0.01609077	6.167597315	0.029047014	0.143663638	-6.523763504	-0.3631957
1512	15.12	0.013862789	0.172808126	0.664984029	-86.12556468	-64.387	0.3	1	-87	36	40	120	0	5.55E-05	-0.006995754	0.100152249	7.423018848	0.122114309	0.016096521	6.161498918	0.029054022	0.143657115	-6.522673917	-0.368170753
1513	15.13	0.013821874	0.173790233	0.664126136	-86.12183597	-64.387	0.3	1	-87	36	40	120	0	5.52E-05	-0.006967876	0.100179942	7.421500704	0.122091831	0.016102353	6.155666048	0.029061128	0.143650504	-6.521569405	-0.372871233
1514	15.14	0.013784525	0.174770785	0.663269793	-86.11806276	-64.387	0.3	1	-87	36	40	120	0	5.51E-05	-0.006945407	0.100207996	7.419963494	0.122069071	0.016108261	6.150075271	0.029068326	0.143643809	-6.520450791	-0.377320927
1515	15.15	0.01375048	0.175749782	0.662414998	-86.11424735	-64.387	0.3	1	-87	36	40	120	0	5.49E-05	-0.006927919	0.100236392	7.418408264	0.122046044	0.016114243	6.144705253	0.029075612	0.143637034	-6.519318828	-0.381541495
1516	15.16	0.013719493	0.176727223	0.66156175	-86.11039182	-64.387	0.3	1	-87	36	40	120	0	5.48E-05	-0.006915025	0.100265112	7.41683597	0.122022763	0.016120293	6.139536565	0.02908298	0.143630184	-6.518174204	-0.385552664
1517	15.17	0.013691341	0.17770311	0.660710046	-86.1064981	-64.387	0.3	1	-87	36	40	120	0	5.48E-05	-0.006906369	0.100294143	7.415247484	0.121999242	0.016126409	6.134551508	0.029090428	0.143623262	-6.517017546	-0.389372407
1518	15.18	0.013665812	0.178677443	0.659859886	-86.10256792	-64.387	0.3	1	-87	36	40	120	0	5.47E-05	-0.00690163	0.100323469	7.413643606	0.121975493	0.016132588	6.129733949	0.029097951	0.143616272	-6.515849429	-0.393017109
1519	15.19	0.013642716	0.179650222	0.659011266	-86.09860291	-64.387	0.3	1	-87	36	40	120	0	5.47E-05	-0.006900511	0.100353077	7.412025066	0.121951526	0.016138827	6.12506918	0.029105546	0.143609217	-6.514670377	-0.396501709
1520	15.2	0.013621872	0.180621448	0.658164184	-86.09460451	-64.387	0.3	1	-87	36	40	120	0	5.47E-05	-0.006902744	0.100382956	7.410392535	0.121927351	0.016145124	6.120543783	0.029113211	0.143602099	-6.513480872	-0.399839833
1521	15.21	0.013603114	0.181591121	0.65731864	-86.09057407	-64.387	0.3	1	-87	36	40	120	0	5.48E-05	-0.006908081	0.100413094	7.408746623	0.121902978	0.016151477	6.116145517	0.029120941	0.143594922	-6.512281353	-0.403043917
1522	15.22	0.013586291	0.182559244	0.65647463	-86.08651282	-64.387	0.3	1	-87	36	40	120	0	5.49E-05	-0.006916295	0.100443483	7.407087892	0.121878415	0.016157883	6.111863206	0.029128735	0.143587688	-6.511072221	-0.406125311
1523	15.23	0.01357126	0.183525816	0.655632153	-86.08242187	-64.387	0.3	1	-87	36	40	120	0	5.49E-05	-0.00692718	0.100474112	7.405416855	0.121853668	0.01616434	6.107686643	0.029136591	0.143580399	-6.509853845	-0.409094382
1524	15.24	0.01355789	0.184490839	0.654791206	-86.07830227	-64.387	0.3	1	-87	36	40	120	0	5.50E-05	-0.006940543	0.100504974	7.403733983	0.121828746	0.016170847	6.103606506	0.029144506	0.143573057	-6.508626562	-0.411960599
1525	15.25	0.01354606	0.185454313	0.653951787	-86.07415494	-64.387	0.3	1	-87	36	40	120	0	5.52E-05	-0.006956211	0.100536061	7.402039706	0.121803654	0.016177403	6.099614274	0.029152478	0.143565663	-6.50739068	-0.414732616
1526	15.26	0.013535657	0.186416239	0.653113895	-86.06998076	-64.387	0.3	1	-87	36	40	120	0	5.53E-05	-0.00697402	0.100567366	7.400334421	0.121778399	0.016184005	6.095702156	0.029160505	0.143558221	-6.506146482	-0.417418346
1527	15.27	0.013526577	0.18737662	0.652277527	-86.06578051	-64.387	0.3	1	-87	36	40	120	0	5.55E-05	-0.006993823	0.100598883	7.398618489	0.121752985	0.016190652	6.091863027	0.029168587	0.143550731	-6.504894227	-0.420025023
1528	15.28	0.013518725	0.188335455	0.651442681	-86.06155491	-64.387	0.3	1	-87	36	40	120	0	5.56E-05	-0.007015484	0.100630605	7.396892243	0.121727418	0.016197344	6.088090368	0.029176721	0.143543194	-6.503634152	-0.422559268
1529	15.29	0.013512011	0.189292747	0.650609355	-86.05730464	-64.387	0.3	1	-87	36	40	120	0	5.58E-05	-0.007038874	0.100662528	7.395155988	0.121701702	0.016204079	6.084378211	0.029184906	0.143535612	-6.502366474	-0.425027137
1530	15.3	0.013506353	0.190248496	0.649777547	-86.0530303	-64.387	0.3	1	-87	36	40	120	0	5.60E-05	-0.007063879	0.100694647	7.393410005	0.121675842	0.016210856	6.080721093	0.02919314	0.143527987	-6.501091393	-0.427434179
1531	15.31	0.013501675	0.191202703	0.648947254	-86.04873245	-64.387	0.3	1	-87	36	40	120	0	5.62E-05	-0.00709039	0.100726958	7.391654549	0.12164984	0.016217674	6.077114008	0.029201424	0.143520318	-6.49980909	-0.429785472
1532	15.32	0.013497907	0.192155371	0.648118474	-86.04441159	-64.387	0.3	1	-87	36	40	120	0	5.65E-05	-0.007118308	0.100759456	7.389889856	0.121623702	0.016224532	6.07355237	0.029209754	0.143512608	-6.498519734	-0.432085672
1533	15.33	0.013494982	0.1931065	0.647291206	-86.0400682	-64.387	0.3	1	-87	36	40	120	0	5.67E-05	-0.007147541	0.100792137	7.388116144	0.121597428	0.01623143	6.070031975	0.029218132	0.143504857	-6.497223477	-0.434339042
1534	15.34	0.013492842	0.194056091	0.646465447	-86.0357027	-64.387	0.3	1	-87	36	40	120	0	5.70E-05	-0.007178005	0.100824998	7.38633361	0.121571024	0.016238367	6.066548969	0.029226555	0.143497066	-6.49592046	-0.436549495
1535	15.35	0.013491429	0.195004146	0.645641195	-86.0313155	-64.387	0.3	1	-87	36	40	120	0	5.72E-05	-0.00720962	0.100858037	7.384542438	0.121544491	0.016245343	6.063099815	0.029235023	0.143489236	-6.494610811	-0.438720616
1536	15.36	0.013490692	0.195950667	0.644818447	-86.02690694	-64.387	0.3	1	-87	36	40	120	0	5.75E-05	-0.007242315	0.10089125	7.382742796	0.121517832	0.016252356	6.059681268	0.029243536	0.143481367	-6.49329465	-0.440855696
1537	15.37	0.013490584	0.196895655	0.643997201	-86.02247736	-64.387	0.3	1	-87	36	40	120	0	5.77E-05	-0.007276021	0.100924634	7.380934837	0.121491049	0.016259406	6.056290348	0.029252091	0.143473461	-6.491972082	-0.442957755
1538	15.38	0.01349106	0.19783911	0.643177456	-86.01802707	-64.387	0.3	1	-87	36	40	120	0	5.80E-05	-0.007310677	0.100958188	7.379118704	0.121464144	0.016266492	6.052924321	0.02926069	0.143465517	-6.490643209	-0.445029565
1539	15.39	0.013492079	0.198781036	0.642359209	-86.01355633	-64.387	0.3	1	-87	36	40	120	0	5.83E-05	-0.007346226	0.100991909	7.377294526	0.12143712	0.016273615	6.049580674	0.029269331	0.143457536	-6.489308121	-0.447073673
1540	15.4	0.013493603	0.199721433	0.641542458	-86.00906541	-64.387	0.3	1	-87	36	40	120	0	5.86E-05	-0.007382612	0.101025796	7.375462424	0.121409977	0.016280774	6.046257096	0.029278014	0.143449519	-6.487966899	-0.449092416
1541	15.41	0.013495597	0.200660302	0.640727201	-86.00455453	-64.387	0.3	1	-87	36	40	120	0	5.89E-05	-0.007419788	0.101059846	7.373622506	0.121382718	0.016287968	6.042951466	0.029286739	0.143441467	-6.486619622	-0.451087944
1542	15.42	0.01349803	0.201597645	0.639913435	-86.00002391	-64.387	0.3	1	-87	36	40	120	0	5.92E-05	-0.007457707	0.101094057	7.371774876	0.121355344	0.016295197	6.039661832	0.029295504	0.143433379	-6.485266358	-0.453062233
1543	15.43	0.01350087	0.202533464	0.639101158	-85.99547373	-64.387	0.3	1	-87	36	40	120	0	5.95E-05	-0.007496326	0.10112843	7.369919624	0.121327856	0.016302461	6.036386399	0.02930431	0.143425256	-6.483907172	-0.455017099
1544	15.44	0.01350409	0.203467761	0.638290369	-85.99090419	-64.387	0.3	1	-87	36	40	120	0	5.98E-05	-0.007535607	0.101162961	7.368056838	0.121300256	0.01630976	6.033123515	0.029313157	0.143417099	-6.48254212	-0.456954213
1545	15.45	0.013507664	0.204400535	0.637481064	-85.98631544	-64.387	0.3	1	-87	36	40	120	0	6.01E-05	-0.007575512	0.10119765	7.366186595	0.121272545	0.016317092	6.029871658	0.029322043	0.143408907	-6.481171258	-0.458875111
1546	15.46	0.013511569	0.205331791	0.636673243	-85.98170763	-64.387	0.3	1	-87	36	40	120	0	6.05E-05	-0.007616008	0.101232496	7.364308968	0.121244724	0.016324459	6.026629431	0.029330969	0.143400681	-6.479794632	-0.46078121
1547	15.47	0.013515782	0.206261527	0.635866901	-85.97708089	-64.387	0.3	1	-87	36	40	120	0	6.08E-05	-0.007657063	0.101267497	7.362424023	0.121216793	0.01633186	6.023395543	0.029339934	0.143392422	-6.478412289	-0.462673809
1548	15.48	0.013520283	0.207189748	0.635062038	-85.97243535	-64.387	0.3	1	-87	36	40	120	0	6.11E-05	-0.007698649	0.101302654	7.360531821	0.121188755	0.016339295	6.020168807	0.029348938	0.143384129	-6.477024267	-0.46455411
1549	15.49	0.013525054	0.208116452	0.634258651	-85.96777112	-64.387	0.3	1	-87	36	40	120	0	6.14E-05	-0.007740738	0.101337964	7.358632419	0.121160609	0.016346763	6.016948129	0.029357982	0.143375803	-6.475630605	-0.466423215
1550	15.5	0.013530076	0.209041644	0.633456738	-85.9630883	-64.387	0.3	1	-87	36	40	120	0	6.18E-05	-0.007783306	0.101373428	7.356725867	0.121132356	0.016354265	6.0137325	0.029367064	0.143367444	-6.474231335	-0.468282141
1551	15.51	0.013535334	0.209965323	0.632656297	-85.95838698	-64.387	0.3	1	-87	36	40	120	0	6.21E-05	-0.007826328	0.101409045	7.354812214	0.121103997	0.016361799	6.01052099	0.029376184	0.143359053	-6.472826489	-0.470131827
1552	15.52	0.013540813	0.210887492	0.631857326	-85.95366725	-64.387	0.3	1	-87	36	40	120	0	6.25E-05	-0.007869785	0.101444814	7.352891503	0.121075533	0.016369368	6.007312742	0.029385344	0.143350628	-6.471416094	-0.471973136
1553	15.53	0.013546499	0.211808151	0.631059821	-85.94892918	-64.387	0.3	1	-87	36	40	120	0	6.28E-05	-0.007913655	0.101480735	7.350963774	0.121046964	0.016376969	6.004106966	0.029394541	0.143342171	-6.470000174	-0.473806863
1554	15.54	0.013552379	0.212727304	0.630263783	-85.94417284	-64.387	0.3	1	-87	36	40	120	0	6.32E-05	-0.00795792	0.101516806	7.349029064	0.121018291	0.016384603	6.00090293	0.029403777	0.143333682	-6.468578754	-0.475633744
1555	15.55	0.013558441	0.21364495	0.629469207	-85.9393983	-64.387	0.3	1	-87	36	40	120	0	6.35E-05	-0.008002564	0.101553029	7.347087406	0.120989514	0.01639227	5.997699962	0.02941305	0.14332516	-6.467151852	-0.477454454
1556	15.56	0.013564675	0.214561093	0.628676092	-85.9346056	-64.387	0.3	1	-87	36	40	120	0	6.39E-05	-0.00804757	0.101589402	7.345138831	0.120960634	0.01639997	5.99449744	0.029422362	0.143316607	-6.465719489	-0.479269619
1557	15.57	0.01357107	0.215475732	0.627884435	-85.9297948	-64.387	0.3	1	-87	36	40	120	0	6.43E-05	-0.008092924	0.101625926	7.343183368	0.120931651	0.016407703	5.99129479	0.029431712	0.143308021	-6.46428168	-0.481079814
1558	15.58	0.013577617	0.216388871	0.627094236	-85.92496595	-64.387	0.3	1	-87	36	40	120	0	6.46E-05	-0.008138612	0.1016626	7.341221043	0.120902566	0.016415469	5.988091483	0.029441099	0.143299404	-6.462838441	-0.48288557
1559	15.59	0.013584307	0.21730051	0.62630549	-85.92011907	-64.387	0.3	1	-87	36	40	120	0	6.50E-05	-0.008184623	0.101699423	7.33925188	0.120873379	0.016423267	5.984887028	0.029450524	0.143290754	-6.461389784	-0.484687378
1560	15.6	0.013591133	0.218210651	0.625518197	-85.91525422	-64.387	0.3	1	-87	36	40	120	0	6.54E-05	-0.008230943	0.101736396	7.3372759	0.120844089	0.016431098	5.981680975	0.029459987	0.143282073	-6.459935722	-0.48648569
1561	15.61	0.013598086	0.219119296	0.624732354	-85.91037141	-64.387	0.3	1	-87	36	40	120	0	6.57E-05	-0.008277563	0.101773519	7.335293124	0.120814698	0.016438962	5.978472906	0.029469488	0.14327336	-6.458476265	-0.488280922
1562	15.62	0.013605161	0.220026446	0.623947959	-85.90547067	-64.387	0.3	1	-87	36	40	120	0	6.61E-05	-0.008324473	0.101810791	7.333303569	0.120785206	0.016446859	5.975262434	0.029479026	0.143264616	-6.457011422	-0.490073461
1563	15.63	0.01361235	0.220932103	0.62316501	-85.90055204	-64.387	0.3	1	-87	36	40	120	0	6.65E-05	-0.008371664	0.101848212	7.331307253	0.120755613	0.016454789	5.972049205	0.029488602	0.14325584	-6.455541202	-0.491863661
1564	15.64	0.013619649	0.221836269	0.622383504	-85.89561552	-64.387	0.3	1	-87	36	40	120	0	6.69E-05	-0.008419127	0.101885783	7.329304192	0.120725919	0.016462751	5.968832888	0.029498216	0.143247032	-6.454065611	-0.49365185
1565	15.65	0.01362705	0.222738944	0.621603439	-85.89066113	-64.387	0.3	1	-87	36	40	120	0	6.73E-05	-0.008466855	0.101923503	7.327294398	0.120696124	0.016470746	5.965613179	0.029507867	0.143238193	-6.452584655	-0.495438331
1566	15.66	0.01363455	0.223640131	0.620824814	-85.8856889	-64.387	0.3	1	-87	36	40	120	0	6.76E-05	-0.00851484	0.101961372	7.325277885	0.120666229	0.016478774	5.962389798	0.029517555	0.143229323	-6.45109834	-0.497223382
1567	15.67	0.013642144	0.224539831	0.620047627	-85.88069883	-64.387	0.3	1	-87	36	40	120	0	6.80E-05	-0.008563076	0.101999391	7.323254665	0.120636234	0.016486834	5.959162484	0.029527282	0.143220421	-6.44960667	-0.499007262
1568	15.68	0.013649828	0.225438046	0.619271874	-85.87569092	-64.387	0.3	1	-87	36	40	120	0	6.84E-05	-0.008611557	0.102037559	7.321224748	0.120606139	0.016494928	5.955930998	0.029537046	0.143211488	-6.448109648	-0.500790208
1569	15.69	0.013657597	0.226334777	0.618497554	-85.8706652	-64.387	0.3	1	-87	36	40	120	0	6.88E-05	-0.008660278	0.102075877	7.319188144	0.120575943	0.016503054	5.952695118	0.029546848	0.143202523	-6.446607277	-0.502572438
1570	15.7	0.013665448	0.227230026	0.617724665	-85.86562166	-64.387	0.3	1	-87	36	40	120	0	6.92E-05	-0.008709233	0.102114344	7.317144861	0.120545648	0.016511213	5.949454639	0.029556687	0.143193527	-6.44509956	-0.504354154
1571	15.71	0.013673377	0.228123795	0.616953205	-85.8605603	-64.387	0.3	1	-87	36	40	120	0	6.96E-05	-0.008758418	0.102152961	7.315094908	0.120515253	0.016519405	5.946209373	0.029566564	0.1431845	-6.443586498	-0.506135543
1572	15.72	0.013681382	0.229016085	0.616183171	-85.85548114	-64.387	0.3	1	-87	36	40	120	0	7.00E-05	-0.008807829	0.102191728	7.313038292	0.120484758	0.01652763	5.942959145	0.029576478	0.143175441	-6.442068091	-0.507916776
1573	15.73	0.01368946	0.229906897	0.615414562	-85.85038416	-64.387	0.3	1	-87	36	40	120	0	7.04E-05	-0.008857462	0.102230644	7.310975019	0.120454164	0.016535888	5.939703793	0.029586431	0.143166352	-6.440544341	-0.50969801
1574	15.74	0.013697607	0.230796234	0.614647375	-85.84526936	-64.387	0.3	1	-87	36	40	120	0	7.08E-05	-0.008907313	0.102269711	7.308905096	0.12042347	0.016544179	5.936443169	0.029596421	0.14315723	-6.439015247	-0.511479391
1575	15.75	0.013705822	0.231684096	0.613881608	-85.84013675	-64.387	0.3	1	-87	36	40	120	0	7.12E-05	-0.008957379	0.102308928	7.306828528	0.120392677	0.016552503	5.933177136	0.029606449	0.143148078	-6.437480809	-0.513261052
1576	15.76	0.013714102	0.232570486	0.61311726	-85.83498632	-64.387	0.3	1	-87	36	40	120	0	7.16E-05	-0.009007658	0.102348296	7.304745319	0.120361785	0.01656086	5.929905567	0.029616515	0.143138894	-6.435941025	-0.515043116
1577	15.77	0.013722445	0.233455405	0.612354327	-85.82981806	-64.387	0.3	1	-87	36	40	120	0	7.20E-05	-0.009058146	0.102387814	7.302655474	0.120330793	0.01656925	5.926628347	0.029626618	0.143129679	-6.434395896	-0.516825696
1578	15.78	0.013730849	0.234338854	0.611592809	-85.82463197	-64.387	0.3	1	-87	36	40	120	0	7.24E-05	-0.009108843	0.102427483	7.300558997	0.120299702	0.016577674	5.923345367	0.02963676	0.143120433	-6.432845419	-0.518608894
